Created as New Dataset,Sample 004 By Administrator Date Thursday, May 29 2025
cm-1,A
4000.00,0.0067
3999.00,0.0067
3998.00,0.0067
3997.00,0.0068
3996.00,0.0068
3995.00,0.0068
3994.00,0.0068
3993.00,0.0068
3992.00,0.0068
3991.00,0.0069
3990.00,0.0069
3989.00,0.0069
3988.00,0.0069
3987.00,0.0069
3986.00,0.0069
3985.00,0.0068
3984.00,0.0068
3983.00,0.0068
3982.00,0.0068
3981.00,0.0068
3980.00,0.0069
3979.00,0.0069
3978.00,0.0069
3977.00,0.0069
3976.00,0.0069
3975.00,0.0069
3974.00,0.0068
3973.00,0.0068
3972.00,0.0068
3971.00,0.0068
3970.00,0.0067
3969.00,0.0067
3968.00,0.0068
3967.00,0.0068
3966.00,0.0068
3965.00,0.0069
3964.00,0.0069
3963.00,0.0069
3962.00,0.0069
3961.00,0.0069
3960.00,0.0069
3959.00,0.0069
3958.00,0.0069
3957.00,0.0069
3956.00,0.0069
3955.00,0.0069
3954.00,0.0069
3953.00,0.0070
3952.00,0.0070
3951.00,0.0070
3950.00,0.0070
3949.00,0.0070
3948.00,0.0070
3947.00,0.0070
3946.00,0.0070
3945.00,0.0070
3944.00,0.0070
3943.00,0.0070
3942.00,0.0069
3941.00,0.0069
3940.00,0.0068
3939.00,0.0068
3938.00,0.0069
3937.00,0.0069
3936.00,0.0069
3935.00,0.0070
3934.00,0.0070
3933.00,0.0070
3932.00,0.0070
3931.00,0.0070
3930.00,0.0070
3929.00,0.0071
3928.00,0.0071
3927.00,0.0071
3926.00,0.0071
3925.00,0.0070
3924.00,0.0070
3923.00,0.0069
3922.00,0.0069
3921.00,0.0069
3920.00,0.0069
3919.00,0.0069
3918.00,0.0069
3917.00,0.0069
3916.00,0.0068
3915.00,0.0068
3914.00,0.0067
3913.00,0.0068
3912.00,0.0068
3911.00,0.0068
3910.00,0.0068
3909.00,0.0069
3908.00,0.0069
3907.00,0.0069
3906.00,0.0069
3905.00,0.0069
3904.00,0.0069
3903.00,0.0069
3902.00,0.0069
3901.00,0.0069
3900.00,0.0068
3899.00,0.0068
3898.00,0.0067
3897.00,0.0067
3896.00,0.0067
3895.00,0.0068
3894.00,0.0068
3893.00,0.0068
3892.00,0.0068
3891.00,0.0068
3890.00,0.0067
3889.00,0.0067
3888.00,0.0067
3887.00,0.0068
3886.00,0.0067
3885.00,0.0067
3884.00,0.0067
3883.00,0.0068
3882.00,0.0068
3881.00,0.0068
3880.00,0.0067
3879.00,0.0067
3878.00,0.0068
3877.00,0.0068
3876.00,0.0068
3875.00,0.0069
3874.00,0.0069
3873.00,0.0069
3872.00,0.0069
3871.00,0.0069
3870.00,0.0068
3869.00,0.0067
3868.00,0.0067
3867.00,0.0068
3866.00,0.0068
3865.00,0.0069
3864.00,0.0069
3863.00,0.0069
3862.00,0.0068
3861.00,0.0068
3860.00,0.0068
3859.00,0.0068
3858.00,0.0067
3857.00,0.0066
3856.00,0.0065
3855.00,0.0065
3854.00,0.0065
3853.00,0.0064
3852.00,0.0064
3851.00,0.0064
3850.00,0.0065
3849.00,0.0066
3848.00,0.0066
3847.00,0.0067
3846.00,0.0067
3845.00,0.0067
3844.00,0.0067
3843.00,0.0067
3842.00,0.0067
3841.00,0.0068
3840.00,0.0068
3839.00,0.0068
3838.00,0.0067
3837.00,0.0066
3836.00,0.0066
3835.00,0.0066
3834.00,0.0066
3833.00,0.0067
3832.00,0.0067
3831.00,0.0067
3830.00,0.0068
3829.00,0.0068
3828.00,0.0068
3827.00,0.0068
3826.00,0.0068
3825.00,0.0067
3824.00,0.0067
3823.00,0.0067
3822.00,0.0068
3821.00,0.0067
3820.00,0.0067
3819.00,0.0067
3818.00,0.0067
3817.00,0.0067
3816.00,0.0068
3815.00,0.0068
3814.00,0.0068
3813.00,0.0068
3812.00,0.0069
3811.00,0.0069
3810.00,0.0069
3809.00,0.0070
3808.00,0.0070
3807.00,0.0070
3806.00,0.0069
3805.00,0.0069
3804.00,0.0069
3803.00,0.0069
3802.00,0.0069
3801.00,0.0068
3800.00,0.0069
3799.00,0.0069
3798.00,0.0069
3797.00,0.0070
3796.00,0.0070
3795.00,0.0070
3794.00,0.0070
3793.00,0.0070
3792.00,0.0070
3791.00,0.0071
3790.00,0.0071
3789.00,0.0072
3788.00,0.0072
3787.00,0.0072
3786.00,0.0073
3785.00,0.0072
3784.00,0.0072
3783.00,0.0072
3782.00,0.0073
3781.00,0.0073
3780.00,0.0073
3779.00,0.0073
3778.00,0.0073
3777.00,0.0073
3776.00,0.0074
3775.00,0.0074
3774.00,0.0074
3773.00,0.0074
3772.00,0.0074
3771.00,0.0074
3770.00,0.0074
3769.00,0.0074
3768.00,0.0074
3767.00,0.0074
3766.00,0.0075
3765.00,0.0075
3764.00,0.0076
3763.00,0.0076
3762.00,0.0077
3761.00,0.0077
3760.00,0.0078
3759.00,0.0078
3758.00,0.0078
3757.00,0.0078
3756.00,0.0078
3755.00,0.0078
3754.00,0.0078
3753.00,0.0078
3752.00,0.0077
3751.00,0.0077
3750.00,0.0076
3749.00,0.0076
3748.00,0.0076
3747.00,0.0076
3746.00,0.0076
3745.00,0.0076
3744.00,0.0076
3743.00,0.0077
3742.00,0.0078
3741.00,0.0079
3740.00,0.0081
3739.00,0.0082
3738.00,0.0082
3737.00,0.0083
3736.00,0.0082
3735.00,0.0082
3734.00,0.0081
3733.00,0.0081
3732.00,0.0081
3731.00,0.0082
3730.00,0.0083
3729.00,0.0084
3728.00,0.0085
3727.00,0.0086
3726.00,0.0087
3725.00,0.0087
3724.00,0.0088
3723.00,0.0088
3722.00,0.0088
3721.00,0.0088
3720.00,0.0088
3719.00,0.0089
3718.00,0.0089
3717.00,0.0090
3716.00,0.0091
3715.00,0.0091
3714.00,0.0092
3713.00,0.0093
3712.00,0.0093
3711.00,0.0093
3710.00,0.0093
3709.00,0.0094
3708.00,0.0095
3707.00,0.0097
3706.00,0.0098
3705.00,0.0099
3704.00,0.0101
3703.00,0.0102
3702.00,0.0103
3701.00,0.0104
3700.00,0.0106
3699.00,0.0108
3698.00,0.0109
3697.00,0.0111
3696.00,0.0112
3695.00,0.0113
3694.00,0.0115
3693.00,0.0116
3692.00,0.0117
3691.00,0.0118
3690.00,0.0120
3689.00,0.0123
3688.00,0.0125
3687.00,0.0127
3686.00,0.0129
3685.00,0.0131
3684.00,0.0134
3683.00,0.0136
3682.00,0.0138
3681.00,0.0140
3680.00,0.0142
3679.00,0.0144
3678.00,0.0145
3677.00,0.0148
3676.00,0.0151
3675.00,0.0155
3674.00,0.0158
3673.00,0.0161
3672.00,0.0164
3671.00,0.0168
3670.00,0.0173
3669.00,0.0178
3668.00,0.0182
3667.00,0.0187
3666.00,0.0191
3665.00,0.0195
3664.00,0.0200
3663.00,0.0204
3662.00,0.0209
3661.00,0.0213
3660.00,0.0217
3659.00,0.0221
3658.00,0.0225
3657.00,0.0231
3656.00,0.0237
3655.00,0.0243
3654.00,0.0247
3653.00,0.0251
3652.00,0.0255
3651.00,0.0261
3650.00,0.0269
3649.00,0.0278
3648.00,0.0286
3647.00,0.0294
3646.00,0.0301
3645.00,0.0307
3644.00,0.0313
3643.00,0.0319
3642.00,0.0325
3641.00,0.0331
3640.00,0.0338
3639.00,0.0344
3638.00,0.0351
