Created as New Dataset,Sample 009 By Administrator Date Thursday, May 29 2025
cm-1,A
4000.00,0.0082
3999.00,0.0082
3998.00,0.0082
3997.00,0.0083
3996.00,0.0083
3995.00,0.0082
3994.00,0.0082
3993.00,0.0082
3992.00,0.0082
3991.00,0.0082
3990.00,0.0083
3989.00,0.0083
3988.00,0.0083
3987.00,0.0083
3986.00,0.0083
3985.00,0.0082
3984.00,0.0082
3983.00,0.0083
3982.00,0.0083
3981.00,0.0083
3980.00,0.0083
3979.00,0.0083
3978.00,0.0083
3977.00,0.0083
3976.00,0.0082
3975.00,0.0082
3974.00,0.0082
3973.00,0.0082
3972.00,0.0082
3971.00,0.0082
3970.00,0.0082
3969.00,0.0082
3968.00,0.0082
3967.00,0.0082
3966.00,0.0083
3965.00,0.0083
3964.00,0.0083
3963.00,0.0083
3962.00,0.0083
3961.00,0.0083
3960.00,0.0083
3959.00,0.0082
3958.00,0.0082
3957.00,0.0082
3956.00,0.0082
3955.00,0.0082
3954.00,0.0082
3953.00,0.0083
3952.00,0.0083
3951.00,0.0083
3950.00,0.0083
3949.00,0.0083
3948.00,0.0083
3947.00,0.0084
3946.00,0.0084
3945.00,0.0084
3944.00,0.0083
3943.00,0.0083
3942.00,0.0083
3941.00,0.0083
3940.00,0.0083
3939.00,0.0083
3938.00,0.0083
3937.00,0.0083
3936.00,0.0083
3935.00,0.0084
3934.00,0.0084
3933.00,0.0084
3932.00,0.0084
3931.00,0.0084
3930.00,0.0083
3929.00,0.0083
3928.00,0.0083
3927.00,0.0083
3926.00,0.0083
3925.00,0.0083
3924.00,0.0083
3923.00,0.0082
3922.00,0.0082
3921.00,0.0082
3920.00,0.0083
3919.00,0.0083
3918.00,0.0083
3917.00,0.0083
3916.00,0.0083
3915.00,0.0083
3914.00,0.0082
3913.00,0.0082
3912.00,0.0082
3911.00,0.0082
3910.00,0.0082
3909.00,0.0082
3908.00,0.0083
3907.00,0.0083
3906.00,0.0084
3905.00,0.0084
3904.00,0.0085
3903.00,0.0085
3902.00,0.0086
3901.00,0.0085
3900.00,0.0084
3899.00,0.0083
3898.00,0.0082
3897.00,0.0082
3896.00,0.0082
3895.00,0.0082
3894.00,0.0082
3893.00,0.0082
3892.00,0.0082
3891.00,0.0082
3890.00,0.0083
3889.00,0.0083
3888.00,0.0083
3887.00,0.0083
3886.00,0.0083
3885.00,0.0083
3884.00,0.0083
3883.00,0.0082
3882.00,0.0082
3881.00,0.0081
3880.00,0.0081
3879.00,0.0082
3878.00,0.0082
3877.00,0.0082
3876.00,0.0082
3875.00,0.0082
3874.00,0.0083
3873.00,0.0083
3872.00,0.0083
3871.00,0.0083
3870.00,0.0083
3869.00,0.0083
3868.00,0.0083
3867.00,0.0084
3866.00,0.0084
3865.00,0.0084
3864.00,0.0083
3863.00,0.0083
3862.00,0.0083
3861.00,0.0082
3860.00,0.0082
3859.00,0.0082
3858.00,0.0082
3857.00,0.0082
3856.00,0.0082
3855.00,0.0083
3854.00,0.0083
3853.00,0.0082
3852.00,0.0081
3851.00,0.0080
3850.00,0.0080
3849.00,0.0080
3848.00,0.0081
3847.00,0.0081
3846.00,0.0082
3845.00,0.0082
3844.00,0.0083
3843.00,0.0083
3842.00,0.0083
3841.00,0.0083
3840.00,0.0083
3839.00,0.0083
3838.00,0.0083
3837.00,0.0083
3836.00,0.0082
3835.00,0.0083
3834.00,0.0083
3833.00,0.0083
3832.00,0.0083
3831.00,0.0083
3830.00,0.0083
3829.00,0.0082
3828.00,0.0082
3827.00,0.0082
3826.00,0.0083
3825.00,0.0083
3824.00,0.0084
3823.00,0.0084
3822.00,0.0084
3821.00,0.0084
3820.00,0.0084
3819.00,0.0083
3818.00,0.0083
3817.00,0.0083
3816.00,0.0083
3815.00,0.0083
3814.00,0.0083
3813.00,0.0083
3812.00,0.0083
3811.00,0.0083
3810.00,0.0084
3809.00,0.0084
3808.00,0.0084
3807.00,0.0085
3806.00,0.0085
3805.00,0.0085
3804.00,0.0085
3803.00,0.0084
3802.00,0.0084
3801.00,0.0084
3800.00,0.0084
3799.00,0.0084
3798.00,0.0084
3797.00,0.0084
3796.00,0.0084
3795.00,0.0084
3794.00,0.0084
3793.00,0.0084
3792.00,0.0084
3791.00,0.0085
3790.00,0.0085
3789.00,0.0085
3788.00,0.0085
3787.00,0.0086
3786.00,0.0086
3785.00,0.0086
3784.00,0.0087
3783.00,0.0087
3782.00,0.0088
3781.00,0.0088
3780.00,0.0088
3779.00,0.0087
3778.00,0.0087
3777.00,0.0087
3776.00,0.0088
3775.00,0.0088
3774.00,0.0088
3773.00,0.0089
3772.00,0.0089
3771.00,0.0089
3770.00,0.0088
3769.00,0.0088
3768.00,0.0088
3767.00,0.0088
3766.00,0.0089
3765.00,0.0089
3764.00,0.0089
3763.00,0.0090
3762.00,0.0090
3761.00,0.0091
3760.00,0.0091
3759.00,0.0092
3758.00,0.0092
3757.00,0.0092
3756.00,0.0092
3755.00,0.0092
3754.00,0.0092
3753.00,0.0093
3752.00,0.0093
3751.00,0.0094
3750.00,0.0094
3749.00,0.0094
3748.00,0.0094
3747.00,0.0094
3746.00,0.0094
3745.00,0.0093
3744.00,0.0093
3743.00,0.0093
3742.00,0.0093
3741.00,0.0094
3740.00,0.0095
3739.00,0.0096
3738.00,0.0096
3737.00,0.0097
3736.00,0.0096
3735.00,0.0096
3734.00,0.0095
3733.00,0.0095
3732.00,0.0095
3731.00,0.0095
3730.00,0.0096
3729.00,0.0097
3728.00,0.0098
3727.00,0.0098
3726.00,0.0099
3725.00,0.0099
3724.00,0.0100
3723.00,0.0100
3722.00,0.0100
3721.00,0.0100
3720.00,0.0100
3719.00,0.0101
3718.00,0.0102
3717.00,0.0103
3716.00,0.0104
3715.00,0.0106
3714.00,0.0107
3713.00,0.0108
3712.00,0.0108
3711.00,0.0108
3710.00,0.0108
3709.00,0.0108
3708.00,0.0108
3707.00,0.0109
3706.00,0.0110
3705.00,0.0110
3704.00,0.0111
3703.00,0.0112
3702.00,0.0113
3701.00,0.0114
3700.00,0.0116
3699.00,0.0117
3698.00,0.0119
3697.00,0.0120
3696.00,0.0122
3695.00,0.0123
3694.00,0.0125
3693.00,0.0126
3692.00,0.0127
3691.00,0.0128
3690.00,0.0130
3689.00,0.0133
3688.00,0.0135
3687.00,0.0136
3686.00,0.0138
3685.00,0.0140
3684.00,0.0142
3683.00,0.0145
3682.00,0.0148
3681.00,0.0150
3680.00,0.0152
3679.00,0.0154
3678.00,0.0156
3677.00,0.0158
3676.00,0.0161
3675.00,0.0165
3674.00,0.0169
3673.00,0.0173
3672.00,0.0176
3671.00,0.0179
3670.00,0.0183
3669.00,0.0187
3668.00,0.0191
3667.00,0.0195
3666.00,0.0199
3665.00,0.0203
3664.00,0.0207
3663.00,0.0211
3662.00,0.0214
3661.00,0.0218
3660.00,0.0222
3659.00,0.0227
3658.00,0.0232
3657.00,0.0237
3656.00,0.0243
3655.00,0.0248
3654.00,0.0253
3653.00,0.0257
3652.00,0.0261
3651.00,0.0266
3650.00,0.0273
3649.00,0.0281
3648.00,0.0289
3647.00,0.0297
3646.00,0.0304
3645.00,0.0309
3644.00,0.0315
3643.00,0.0320
3642.00,0.0325
3641.00,0.0331
3640.00,0.0337
3639.00,0.0344
3638.00,0.0351
3637.00,0.0357
3636.00,0.0363
3635.00,0.0369
3634.00,0.0374
3633.00,0.0380
3632.00,0.0385
3631.00,0.0391
3630.00,0.0399
3629.00,0.0407
3628.00,0.0417
3627.00,0.0425
3626.00,0.0433
3625.00,0.0439
3624.00,0.0446
3623.00,0.0451
3622.00,0.0457
3621.00,0.0463
3620.00,0.0470
3619.00,0.0478
3618.00,0.0487
3617.00,0.0495
3616.00,0.0502
3615.00,0.0508
3614.00,0.0515
3613.00,0.0522
3612.00,0.0529
3611.00,0.0536
3610.00,0.0543
3609.00,0.0551
3608.00,0.0558
3607.00,0.0566
3606.00,0.0573
3605.00,0.0579
3604.00,0.0586
3603.00,0.0592
3602.00,0.0598
3601.00,0.0604
3600.00,0.0610
3599.00,0.0617
3598.00,0.0623
3597.00,0.0630
3596.00,0.0637
3595.00,0.0644
3594.00,0.0651
3593.00,0.0658
3592.00,0.0665
3591.00,0.0671
3590.00,0.0677
3589.00,0.0683
3588.00,0.0690
3587.00,0.0699
3586.00,0.0707
3585.00,0.0714
3584.00,0.0721
3583.00,0.0727
3582.00,0.0733
3581.00,0.0739
3580.00,0.0745
3579.00,0.0751
3578.00,0.0757
3577.00,0.0763
3576.00,0.0769
3575.00,0.0775
3574.00,0.0781
3573.00,0.0786
3572.00,0.0792
3571.00,0.0797
3570.00,0.0803
3569.00,0.0808
3568.00,0.0815
3567.00,0.0822
3566.00,0.0830
3565.00,0.0838
3564.00,0.0845
3563.00,0.0852
3562.00,0.0857
3561.00,0.0863
3560.00,0.0868
3559.00,0.0874
3558.00,0.0879
3557.00,0.0885
3556.00,0.0891
3555.00,0.0897
3554.00,0.0903
3553.00,0.0909
3552.00,0.0916
3551.00,0.0922
3550.00,0.0928
3549.00,0.0934
3548.00,0.0940
3547.00,0.0946
3546.00,0.0952
3545.00,0.0959
3544.00,0.0965
3543.00,0.0972
3542.00,0.0978
3541.00,0.0983
3540.00,0.0989
3539.00,0.0994
3538.00,0.0999
3537.00,0.1005
3536.00,0.1010
3535.00,0.1016
3534.00,0.1022
3533.00,0.1027
3532.00,0.1032
3531.00,0.1038
3530.00,0.1043
3529.00,0.1049
3528.00,0.1056
3527.00,0.1062
3526.00,0.1068
3525.00,0.1074
3524.00,0.1080
3523.00,0.1086
3522.00,0.1091
3521.00,0.1097
3520.00,0.1103
3519.00,0.1109
