Created as New Dataset,Sample 006 By Administrator Date Monday, June 09 2025
cm-1,A
4000.00,0.0033
3999.00,0.0033
3998.00,0.0033
3997.00,0.0033
3996.00,0.0033
3995.00,0.0033
3994.00,0.0033
3993.00,0.0033
3992.00,0.0033
3991.00,0.0033
3990.00,0.0033
3989.00,0.0033
3988.00,0.0034
3987.00,0.0034
3986.00,0.0034
3985.00,0.0034
3984.00,0.0034
3983.00,0.0034
3982.00,0.0034
3981.00,0.0034
3980.00,0.0034
3979.00,0.0034
3978.00,0.0035
3977.00,0.0035
3976.00,0.0035
3975.00,0.0035
3974.00,0.0035
3973.00,0.0035
3972.00,0.0034
3971.00,0.0034
3970.00,0.0034
3969.00,0.0034
3968.00,0.0034
3967.00,0.0034
3966.00,0.0034
3965.00,0.0035
3964.00,0.0035
3963.00,0.0035
3962.00,0.0035
3961.00,0.0036
3960.00,0.0036
3959.00,0.0036
3958.00,0.0036
3957.00,0.0036
3956.00,0.0036
3955.00,0.0036
3954.00,0.0036
3953.00,0.0036
3952.00,0.0036
3951.00,0.0037
3950.00,0.0037
3949.00,0.0037
3948.00,0.0038
3947.00,0.0038
3946.00,0.0038
3945.00,0.0038
3944.00,0.0038
3943.00,0.0037
3942.00,0.0036
3941.00,0.0035
3940.00,0.0035
3939.00,0.0035
3938.00,0.0036
3937.00,0.0036
3936.00,0.0037
3935.00,0.0038
3934.00,0.0039
3933.00,0.0039
3932.00,0.0039
3931.00,0.0038
3930.00,0.0038
3929.00,0.0037
3928.00,0.0037
3927.00,0.0038
3926.00,0.0037
3925.00,0.0037
3924.00,0.0036
3923.00,0.0037
3922.00,0.0038
3921.00,0.0040
3920.00,0.0041
3919.00,0.0041
3918.00,0.0040
3917.00,0.0040
3916.00,0.0039
3915.00,0.0038
3914.00,0.0037
3913.00,0.0036
3912.00,0.0035
3911.00,0.0034
3910.00,0.0034
3909.00,0.0034
3908.00,0.0036
3907.00,0.0037
3906.00,0.0039
3905.00,0.0041
3904.00,0.0044
3903.00,0.0046
3902.00,0.0048
3901.00,0.0049
3900.00,0.0048
3899.00,0.0046
3898.00,0.0044
3897.00,0.0042
3896.00,0.0041
3895.00,0.0041
3894.00,0.0041
3893.00,0.0040
3892.00,0.0039
3891.00,0.0039
3890.00,0.0039
3889.00,0.0040
3888.00,0.0042
3887.00,0.0044
3886.00,0.0044
3885.00,0.0043
3884.00,0.0043
3883.00,0.0043
3882.00,0.0043
3881.00,0.0043
3880.00,0.0041
3879.00,0.0040
3878.00,0.0040
3877.00,0.0041
3876.00,0.0041
3875.00,0.0042
3874.00,0.0041
3873.00,0.0041
3872.00,0.0042
3871.00,0.0044
3870.00,0.0045
3869.00,0.0044
3868.00,0.0044
3867.00,0.0044
3866.00,0.0046
3865.00,0.0046
3864.00,0.0044
3863.00,0.0043
3862.00,0.0042
3861.00,0.0042
3860.00,0.0042
3859.00,0.0041
3858.00,0.0039
3857.00,0.0038
3856.00,0.0038
3855.00,0.0040
3854.00,0.0042
3853.00,0.0044
3852.00,0.0045
3851.00,0.0045
3850.00,0.0045
3849.00,0.0045
3848.00,0.0044
3847.00,0.0043
3846.00,0.0042
3845.00,0.0042
3844.00,0.0042
3843.00,0.0042
3842.00,0.0043
3841.00,0.0044
3840.00,0.0045
3839.00,0.0045
3838.00,0.0045
3837.00,0.0046
3836.00,0.0046
3835.00,0.0046
3834.00,0.0046
3833.00,0.0045
3832.00,0.0045
3831.00,0.0044
3830.00,0.0043
3829.00,0.0043
3828.00,0.0042
3827.00,0.0041
3826.00,0.0040
3825.00,0.0039
3824.00,0.0040
3823.00,0.0043
3822.00,0.0045
3821.00,0.0045
3820.00,0.0045
3819.00,0.0045
3818.00,0.0046
3817.00,0.0047
3816.00,0.0046
3815.00,0.0044
3814.00,0.0042
3813.00,0.0041
3812.00,0.0040
3811.00,0.0039
3810.00,0.0038
3809.00,0.0038
3808.00,0.0039
3807.00,0.0040
3806.00,0.0040
3805.00,0.0042
3804.00,0.0044
3803.00,0.0045
3802.00,0.0046
3801.00,0.0046
3800.00,0.0045
3799.00,0.0046
3798.00,0.0046
3797.00,0.0045
3796.00,0.0043
3795.00,0.0041
3794.00,0.0040
3793.00,0.0040
3792.00,0.0039
3791.00,0.0038
3790.00,0.0038
3789.00,0.0037
3788.00,0.0038
3787.00,0.0038
3786.00,0.0038
3785.00,0.0038
3784.00,0.0039
3783.00,0.0040
3782.00,0.0041
3781.00,0.0042
3780.00,0.0041
3779.00,0.0040
3778.00,0.0039
3777.00,0.0039
3776.00,0.0040
3775.00,0.0040
3774.00,0.0040
3773.00,0.0040
3772.00,0.0041
3771.00,0.0042
3770.00,0.0043
3769.00,0.0044
3768.00,0.0045
3767.00,0.0046
3766.00,0.0047
3765.00,0.0046
3764.00,0.0046
3763.00,0.0047
3762.00,0.0048
3761.00,0.0049
3760.00,0.0049
3759.00,0.0049
3758.00,0.0049
3757.00,0.0050
3756.00,0.0051
3755.00,0.0052
3754.00,0.0054
3753.00,0.0055
3752.00,0.0057
3751.00,0.0058
3750.00,0.0061
3749.00,0.0063
3748.00,0.0064
3747.00,0.0065
3746.00,0.0066
3745.00,0.0067
3744.00,0.0066
3743.00,0.0065
3742.00,0.0063
3741.00,0.0063
3740.00,0.0063
3739.00,0.0064
3738.00,0.0066
3737.00,0.0069
3736.00,0.0069
3735.00,0.0067
3734.00,0.0066
3733.00,0.0065
3732.00,0.0065
3731.00,0.0064
3730.00,0.0063
3729.00,0.0063
3728.00,0.0063
3727.00,0.0063
3726.00,0.0063
3725.00,0.0062
3724.00,0.0062
3723.00,0.0062
3722.00,0.0062
3721.00,0.0062
3720.00,0.0062
3719.00,0.0061
3718.00,0.0061
3717.00,0.0061
3716.00,0.0062
3715.00,0.0063
3714.00,0.0066
3713.00,0.0068
3712.00,0.0070
3711.00,0.0071
3710.00,0.0072
3709.00,0.0073
3708.00,0.0074
3707.00,0.0074
3706.00,0.0074
3705.00,0.0075
3704.00,0.0075
3703.00,0.0076
3702.00,0.0076
3701.00,0.0076
3700.00,0.0077
3699.00,0.0078
3698.00,0.0079
3697.00,0.0081
3696.00,0.0082
3695.00,0.0084
3694.00,0.0087
3693.00,0.0089
3692.00,0.0091
3691.00,0.0093
3690.00,0.0095
3689.00,0.0099
3688.00,0.0103
3687.00,0.0106
3686.00,0.0109
3685.00,0.0110
3684.00,0.0112
3683.00,0.0113
3682.00,0.0115
3681.00,0.0117
3680.00,0.0119
3679.00,0.0122
3678.00,0.0127
3677.00,0.0133
3676.00,0.0140
3675.00,0.0146
3674.00,0.0151
3673.00,0.0157
3672.00,0.0163
3671.00,0.0167
3670.00,0.0170
3669.00,0.0172
3668.00,0.0174
3667.00,0.0177
3666.00,0.0181
3665.00,0.0183
3664.00,0.0186
3663.00,0.0189
3662.00,0.0193
3661.00,0.0197
3660.00,0.0201
3659.00,0.0207
3658.00,0.0214
3657.00,0.0222
3656.00,0.0230
3655.00,0.0237
3654.00,0.0243
3653.00,0.0250
3652.00,0.0258
3651.00,0.0267
3650.00,0.0277
3649.00,0.0287
3648.00,0.0297
3647.00,0.0306
3646.00,0.0312
3645.00,0.0317
3644.00,0.0321
3643.00,0.0325
3642.00,0.0328
3641.00,0.0333
3640.00,0.0338
3639.00,0.0345
3638.00,0.0352
3637.00,0.0359
3636.00,0.0366
3635.00,0.0374
3634.00,0.0382
3633.00,0.0388
3632.00,0.0396
3631.00,0.0405
3630.00,0.0416
3629.00,0.0428
3628.00,0.0440
3627.00,0.0451
3626.00,0.0459
3625.00,0.0466
3624.00,0.0471
3623.00,0.0476
3622.00,0.0481
3621.00,0.0488
3620.00,0.0495
3619.00,0.0504
3618.00,0.0514
3617.00,0.0525
3616.00,0.0534
3615.00,0.0542
3614.00,0.0549
3613.00,0.0556
3612.00,0.0564
3611.00,0.0572
3610.00,0.0581
3609.00,0.0590
3608.00,0.0597
3607.00,0.0604
3606.00,0.0611
3605.00,0.0617
3604.00,0.0624
3603.00,0.0630
3602.00,0.0636
3601.00,0.0643
3600.00,0.0651
3599.00,0.0659
3598.00,0.0668
3597.00,0.0677
3596.00,0.0686
3595.00,0.0695
3594.00,0.0703
3593.00,0.0711
3592.00,0.0719
3591.00,0.0726
3590.00,0.0735
3589.00,0.0745
3588.00,0.0755
3587.00,0.0765
3586.00,0.0775
3585.00,0.0785
3584.00,0.0793
3583.00,0.0800
3582.00,0.0806
3581.00,0.0811
3580.00,0.0818
3579.00,0.0824
3578.00,0.0832
3577.00,0.0841
3576.00,0.0850
3575.00,0.0859
3574.00,0.0868
3573.00,0.0877
3572.00,0.0887
3571.00,0.0896
3570.00,0.0906
3569.00,0.0917
3568.00,0.0929
3567.00,0.0940
3566.00,0.0952
3565.00,0.0964
3564.00,0.0975
3563.00,0.0984
3562.00,0.0993
3561.00,0.1000
3560.00,0.1008
3559.00,0.1016
3558.00,0.1025
3557.00,0.1034
3556.00,0.1043
3555.00,0.1052
3554.00,0.1062
3553.00,0.1072
3552.00,0.1083
3551.00,0.1094
3550.00,0.1105
3549.00,0.1116
3548.00,0.1126
3547.00,0.1136
3546.00,0.1146
3545.00,0.1156
3544.00,0.1165
3543.00,0.1174
3542.00,0.1182
3541.00,0.1190
3540.00,0.1197
3539.00,0.1205
3538.00,0.1212
3537.00,0.1220
3536.00,0.1228
3535.00,0.1236
3534.00,0.1244
3533.00,0.1252
3532.00,0.1259
3531.00,0.1266
3530.00,0.1274
3529.00,0.1281
3528.00,0.1290
3527.00,0.1299
3526.00,0.1308
3525.00,0.1317
3524.00,0.1324
3523.00,0.1331
3522.00,0.1337
3521.00,0.1343
3520.00,0.1349
3519.00,0.1355
3518.00,0.1362
3517.00,0.1369
3516.00,0.1376
3515.00,0.1383
3514.00,0.1391
3513.00,0.1398
3512.00,0.1404
3511.00,0.1411
3510.00,0.1418
3509.00,0.1426
3508.00,0.1435
